gene	disease_1	disease_2	disease_3	disease_4	disease_5	disease_6	disease_7	disease_8	disease_9	disease_10	disease_11	disease_12	disease_13	disease_14	disease_15
1073	MIM601443	MIM610687													
10730	MIM607472														
10732	MIM604745														
10733	MIM605031														
10734	MIM608489														
10735	MIM300826														
10736	MIM604994														
10737	MIM605971														
10738	MIM605970														
10739	MIM605969														
10740	MIM605972														
10741	MIM602908														
10742	MIM300217														
10743	MIM182290	MIM607642													
10744	MIM604231														
10745	MIM604950														
10746	MIM609487														
10747	MIM605102	MIM613791													
10748	MIM604274														
10749	MIM603060														
1075	MIM170650	MIM245000	MIM245010	MIM602365											
10750	MIM604330														
10752	MIM607416														
10753	MIM606401														
10755	MIM605072														
10758	MIM607043	MIM614070													
10761	MIM300296														
10762	MIM604646														
10763	MIM600915														
10765	MIM605393														
10766	MIM607396														
10767	MIM612450														
10768	MIM607826														
10769	MIM607023														
10771	MIM608668														
10772	MIM605221														
10773	MIM605976														
10774	MIM194380														
10775	MIM606114														
10776	MIM605487														
10777	MIM605488														
10778	MIM604754														
10780	MIM604750														
10781	MIM604751														
10782	MIM605467														
10783	MIM604884														
10785	MIM605924														
10786	MIM232240	MIM611034	MIM612671												
10787	MIM604891														
10788	MIM605401														
10791	MIM607029														
10793	MIM604756														
10794	MIM604755														
10795	MIM604753														
10797	MIM604887														
10798	MIM608496														
10799	MIM606117														
108	MIM103071														
1080	MIM167800	MIM211400	MIM219700	MIM277180	MIM602421										
10800	MIM300201														
10801	MIM162100	MIM604061													
10802	MIM607183														
10803	MIM604738														
10804	MIM129500	MIM220290	MIM304400	MIM604418	MIM612643	MIM612645									
10806	MIM209900	MIM613524	MIM613615												
10808	MIM610703														
1081	MIM118850														
10810	MIM605068														
10811	MIM611255														
10813	MIM300508														
10814	MIM605033														
10815	MIM605032														
10816	MIM613941														
10817	MIM607744														
10818	MIM607743														
1082	MIM118860														
10824	MIM300347														
10825	MIM604617														
1083	MIM300082														
1084	MIM609142														
10840	MIM600249														
10841	MIM229100	MIM606806													
10842	MIM143890	MIM604088													
10846	MIM610652														
10847	MIM136140	MIM611421													
10848	MIM607463														
10849	MIM107325														
10850	MIM604833														
10855	MIM604724														
10856	MIM604788														
10857	MIM300435														
10858	MIM604087														
10859	MIM604811														
10861	MIM610130														
10863	MIM606188														
10864	MIM604995														
10865	MIM611583														
10866	MIM604676														
10867	MIM613137														
10869	MIM614471														
10870	MIM604089														
10871	MIM606786														
10873	MIM604626														
10874	MIM605103														
10875	MIM605351														
10876	MIM611580														
10877	MIM605337														
10878	MIM235400	MIM603075	MIM605336												
10879	MIM611593														
10880	MIM604304														
10881	MIM604303														
10882	MIM611586														
10884	MIM611991														
10885	MIM604737														
10886	MIM607449														
10887	MIM607122														
10888	MIM605569														
10890	MIM612672														
10891	MIM604517														
10892	MIM604860														
10893	MIM604871														
10894	MIM605702														
10895	MIM611591														
10896	MIM604301														
10897	MIM611484														
10898	MIM603052														
10899	MIM604671														
109	MIM600291														
10900	MIM605448														
10901	MIM611596														
10902	MIM602848														
10904	MIM613110														
10905	MIM604345														
10906	MIM613197														
10907	MIM611595														
10908	MIM603197	MIM612020													
10910	MIM604098														
10911	MIM604097														
10912	MIM604949														
10913	MIM129490	MIM224900	MIM604095	MIM612630											
10914	MIM605553														
10915	MIM605409														
10916	MIM300470														
10917	MIM606192														
10919	MIM604599														
10921	MIM606447														
10922	MIM606965														
10923	MIM600503														
10924	MIM610728														
10926	MIM604281														
10927	MIM609936														
10928	MIM605801														
10929	MIM603269														
10930	MIM604797														
10933	MIM607303														
10934	MIM116960														
